id,source_index,n,N,m,B_joint,OPT,original_AB,pair_union,three_color,three_then_four,original_AB_coloring_seconds,pair_additional_seconds,three_additional_seconds,four_additional_seconds,final_stop
S0995,995,14,26,6,5,5,5,5,5,5,0.0011698000598698854,6.700051017105579e-06,4.400033503770828e-06,3.4999102354049683e-06,capacity_certificate
S0996,996,14,26,6,5,5,5,5,5,5,0.0012106000212952495,5.800044164061546e-06,4.600035026669502e-06,3.999914042651653e-06,capacity_certificate
S0997,997,14,26,6,5,5,5,5,5,5,0.0017331999260932207,6.700051017105579e-06,5.300040356814861e-06,4.199915565550327e-06,capacity_certificate
S0998,998,14,26,6,5,5,5,5,5,5,0.002056300058029592,9.299954399466515e-06,5.800044164061546e-06,4.299916326999664e-06,capacity_certificate
S0999,999,14,26,6,5,5,5,5,5,5,0.001752300071530044,1.0100076906383038e-05,6.500049494206905e-06,5.300040356814861e-06,capacity_certificate
S1000,1000,14,26,6,5,5,5,5,5,5,0.0022897999733686447,4.75000124424696e-05,8.900067768990993e-06,6.299931555986404e-06,capacity_certificate
S1001,1001,14,26,6,5,5,5,5,5,5,0.0025478999596089125,9.400071576237679e-06,6.299931555986404e-06,4.900037311017513e-06,capacity_certificate
S1002,1002,14,26,6,5,5,5,5,5,5,0.002164200064726174,9.499955922365189e-06,5.400041118264198e-06,4.300032742321491e-06,capacity_certificate
S1003,1003,14,26,5,6,6,6,6,6,6,0.001043400028720498,5.899928510189056e-06,4.500034265220165e-06,4.00003045797348e-06,capacity_certificate
S1004,1004,14,26,5,6,6,6,6,6,6,0.0012377999955788255,6.3999323174357414e-06,4.900037311017513e-06,4.600035026669502e-06,capacity_certificate
S1005,1005,14,26,6,5,5,5,5,5,5,0.0022817000281065702,7.79994297772646e-06,5.200039595365524e-06,4.199915565550327e-06,capacity_certificate
S1006,1006,14,26,6,5,5,5,5,5,5,0.0014001999516040087,6.900052540004253e-06,4.899920895695686e-06,4.00003045797348e-06,capacity_certificate
S1007,1007,14,26,6,5,5,5,5,5,5,0.0013082000659778714,5.599926225841045e-06,4.100031219422817e-06,3.500026650726795e-06,capacity_certificate
S1008,1008,14,26,6,5,5,5,5,5,5,0.0016636999789625406,7.300055585801601e-06,4.100031219422817e-06,3.0999071896076202e-06,capacity_certificate
S1009,1009,14,26,6,5,5,5,5,5,5,0.0014694000128656626,6.00004568696022e-06,4.500034265220165e-06,3.6999117583036423e-06,capacity_certificate
S1010,1010,14,26,6,5,5,5,5,5,5,0.0018010999774560332,6.00004568696022e-06,4.700035788118839e-06,4.299916326999664e-06,capacity_certificate
S1011,1011,14,26,5,6,6,6,6,6,6,0.0013177999062463641,8.399947546422482e-06,5.400041118264198e-06,4.300032742321491e-06,capacity_certificate
S1012,1012,14,26,6,5,5,5,5,5,5,0.001790700014680624,6.299931555986404e-06,5.900044925510883e-06,4.300032742321491e-06,capacity_certificate
S1013,1013,14,26,5,6,6,6,6,6,6,0.001011700020171702,6.600050255656242e-06,4.100031219422817e-06,3.3999094739556313e-06,capacity_certificate
S1014,1014,14,26,5,6,6,6,6,6,6,0.0011912999907508492,7.699942216277122e-06,4.500034265220165e-06,3.700028173625469e-06,capacity_certificate
S1015,1015,14,26,6,5,5,5,5,5,5,0.0012721000239253044,9.09995287656784e-06,6.100046448409557e-06,5.100038833916187e-06,capacity_certificate
S1016,1016,14,26,6,5,5,5,5,5,5,0.001312499982304871,8.900067768990993e-06,6.199930794537067e-06,5.300040356814861e-06,capacity_certificate
S1017,1017,14,26,6,5,5,5,5,5,5,0.0017707999795675278,1.0600080713629723e-05,7.0999376475811005e-06,5.600042641162872e-06,capacity_certificate
S1018,1018,14,26,6,5,5,5,5,5,5,0.0013816999271512032,7.699942216277122e-06,5.500041879713535e-06,4.599918611347675e-06,capacity_certificate
S1019,1019,14,26,6,5,5,5,5,5,5,0.002054199925623834,4.83999028801918e-05,5.900044925510883e-06,4.600035026669502e-06,capacity_certificate
S1020,1020,14,26,6,5,5,5,5,5,5,0.0018442999571561813,9.999959729611874e-06,6.600050255656242e-06,5.299923941493034e-06,capacity_certificate
S1021,1021,14,26,6,5,5,5,5,5,5,0.0015791000332683325,8.600065484642982e-06,5.199923180043697e-06,4.500034265220165e-06,capacity_certificate
S1022,1022,14,26,6,5,5,5,5,5,5,0.0019781000446528196,7.79994297772646e-06,5.100038833916187e-06,3.899913281202316e-06,capacity_certificate
S1023,1023,14,26,6,5,5,5,5,5,5,0.0011741999769583344,5.100038833916187e-06,7.5999414548277855e-06,3.700028173625469e-06,capacity_certificate
S1024,1024,14,26,6,5,5,5,5,5,5,0.0007917999755591154,4.500034265220165e-06,3.400025889277458e-06,3.100023604929447e-06,capacity_certificate
S1025,1025,14,26,6,5,5,5,5,5,5,0.000763299991376698,4.500034265220165e-06,4.100031219422817e-06,2.8999056667089462e-06,capacity_certificate
S1026,1026,14,26,6,5,5,5,5,5,5,0.0010383999906480312,5.700043402612209e-06,3.600027412176132e-06,2.8999056667089462e-06,capacity_certificate
S1027,1027,14,26,6,5,5,5,5,5,5,0.0008645000634714961,5.100038833916187e-06,3.2999087125062943e-06,4.00003045797348e-06,capacity_certificate
S1028,1028,14,26,6,5,5,5,5,5,5,0.000757400062866509,5.299923941493034e-06,3.600027412176132e-06,2.900022082030773e-06,capacity_certificate
S1029,1029,14,26,6,5,5,5,5,5,5,0.0008585999021306634,5.500041879713535e-06,3.600027412176132e-06,4.200031980872154e-06,capacity_certificate
S1030,1030,14,26,5,6,6,7,6,6,6,0.0007120000664144754,0.00014180003199726343,0.0019816000713035464,3.6999117583036423e-06,capacity_certificate
S1031,1031,14,26,6,5,5,5,5,5,5,0.0007661000126972795,5.499925464391708e-06,3.300025127828121e-06,4.200031980872154e-06,capacity_certificate
S1032,1032,14,26,6,5,5,5,5,5,5,0.0008671999676153064,5.500041879713535e-06,3.300025127828121e-06,3.00002284348011e-06,capacity_certificate
S1033,1033,14,26,6,5,5,5,5,5,5,0.0012265000259503722,7.00005330145359e-06,4.699919372797012e-06,9.70007386058569e-06,capacity_certificate
S1034,1034,14,26,6,5,5,5,5,5,5,0.0013322000158950686,6.800051778554916e-06,5.09992241859436e-06,3.600027412176132e-06,capacity_certificate
S1035,1035,14,26,6,5,5,5,5,5,5,0.0013629000168293715,5.699926987290382e-06,4.100031219422817e-06,3.600027412176132e-06,capacity_certificate
S1036,1036,14,26,5,6,6,6,6,6,6,0.0008211000822484493,5.399924702942371e-06,4.100031219422817e-06,3.500026650726795e-06,capacity_certificate
S1037,1037,14,26,6,5,5,5,5,5,5,0.001449999981559813,7.5999414548277855e-06,4.900037311017513e-06,4.199915565550327e-06,capacity_certificate
S1038,1038,14,26,6,5,5,5,5,5,5,0.001428700052201748,7.900060154497623e-06,5.399924702942371e-06,4.500034265220165e-06,capacity_certificate
S1039,1039,14,26,6,5,5,5,5,5,5,0.001310099964030087,7.100054062902927e-06,4.299916326999664e-06,3.600027412176132e-06,capacity_certificate
S1040,1040,14,26,5,6,6,6,6,6,6,0.0008951000636443496,6.09993003308773e-06,3.700028173625469e-06,3.400025889277458e-06,capacity_certificate
S1041,1041,14,26,5,6,6,6,6,6,6,0.0007019999902695417,4.800036549568176e-06,3.5999109968543053e-06,2.800021320581436e-06,capacity_certificate
S1042,1042,14,26,6,5,5,5,5,5,5,0.0007606999715790153,4.799920134246349e-06,3.400025889277458e-06,2.900022082030773e-06,capacity_certificate
S1043,1043,14,26,6,5,5,5,5,5,5,0.001145099988207221,6.900052540004253e-06,3.899913281202316e-06,3.00002284348011e-06,capacity_certificate
S1044,1044,14,26,6,5,5,5,5,5,5,0.0011504999129101634,3.270001616328955e-05,5.299923941493034e-06,3.8000289350748062e-06,capacity_certificate
S1045,1045,14,26,6,5,5,5,5,5,5,0.0016905000666156411,1.0200077667832375e-05,5.799927748739719e-06,4.300032742321491e-06,capacity_certificate
S1046,1046,14,26,5,6,6,6,6,6,6,0.0009970000246539712,7.500057108700275e-06,5.199923180043697e-06,4.600035026669502e-06,capacity_certificate
S1047,1047,14,26,5,6,6,6,6,6,6,0.0014668999938294291,8.800067007541656e-06,5.999929271638393e-06,5.00003807246685e-06,capacity_certificate
S1048,1048,14,26,6,5,5,5,5,5,5,0.0017314000288024545,8.09994526207447e-06,5.200039595365524e-06,4.300032742321491e-06,capacity_certificate
S1049,1049,14,26,6,5,5,5,5,5,5,0.0019224999705329537,6.500049494206905e-06,4.400033503770828e-06,3.7999125197529793e-06,capacity_certificate
S1050,1050,14,26,5,6,6,6,6,6,6,0.0013336000265553594,7.2999391704797745e-06,4.400033503770828e-06,3.700028173625469e-06,capacity_certificate
S1051,1051,14,26,5,6,6,6,6,6,6,0.0008694999851286411,7.100054062902927e-06,1.3299984857439995e-05,3.500026650726795e-06,capacity_certificate
S1052,1052,14,26,5,6,6,6,6,6,6,0.000888700014911592,5.800044164061546e-06,4.300032742321491e-06,3.6999117583036423e-06,capacity_certificate
S1053,1053,14,26,6,5,5,5,5,5,5,0.002049400005489588,1.1899974197149277e-05,6.700051017105579e-06,5.700043402612209e-06,capacity_certificate
S1054,1054,14,26,6,5,5,5,5,5,5,0.001129099982790649,8.600065484642982e-06,5.799927748739719e-06,4.900037311017513e-06,capacity_certificate
S1055,1055,14,26,6,5,5,5,5,5,5,0.0009858999401330948,5.700043402612209e-06,4.200031980872154e-06,3.7999125197529793e-06,capacity_certificate
S1056,1056,14,26,6,5,5,5,5,5,5,0.0009717000648379326,5.799927748739719e-06,3.8000289350748062e-06,3.300025127828121e-06,capacity_certificate
S1057,1057,14,26,6,5,5,5,5,5,5,0.0011993999360129237,6.7999353632330894e-06,3.8000289350748062e-06,3.300025127828121e-06,capacity_certificate
S1058,1058,14,26,6,5,5,5,5,5,5,0.0007738000713288784,5.299923941493034e-06,4.300032742321491e-06,3.400025889277458e-06,capacity_certificate
S1059,1059,14,26,6,5,5,5,5,5,5,0.0013389000669121742,7.899943739175797e-06,4.800036549568176e-06,3.900029696524143e-06,capacity_certificate
S1060,1060,14,26,5,6,6,6,6,6,6,0.0011507999151945114,8.79995059221983e-06,5.800044164061546e-06,4.499917849898338e-06,capacity_certificate
S1061,1061,14,26,6,5,5,5,5,5,5,0.0014593000523746014,9.199953638017178e-06,5.400041118264198e-06,4.00003045797348e-06,capacity_certificate
S1062,1062,14,26,6,5,5,5,5,5,5,0.0010760000441223383,7.5999414548277855e-06,4.900037311017513e-06,4.400033503770828e-06,capacity_certificate
S1063,1063,14,26,6,5,5,5,5,5,5,0.001325499964877963,1.1399970389902592e-05,7.300055585801601e-06,6.199930794537067e-06,capacity_certificate
S1064,1064,14,26,6,5,5,5,5,5,5,0.0012777000665664673,8.399947546422482e-06,5.500041879713535e-06,4.600035026669502e-06,capacity_certificate
S1065,1065,14,26,6,5,5,5,5,5,5,0.0013108999701216817,7.699942216277122e-06,5.500041879713535e-06,5.199923180043697e-06,capacity_certificate
S1066,1066,14,26,5,6,6,6,6,6,6,0.001574199995957315,8.79995059221983e-06,5.700043402612209e-06,4.500034265220165e-06,capacity_certificate
S1067,1067,14,26,6,5,5,5,5,5,5,0.001111700083129108,7.0999376475811005e-06,5.00003807246685e-06,4.400033503770828e-06,capacity_certificate
S1068,1068,14,26,6,5,5,5,5,5,5,0.0013271999778226018,1.0200077667832375e-05,6.6999346017837524e-06,5.400041118264198e-06,capacity_certificate
S1069,1069,14,26,6,5,5,5,5,5,5,0.0019795000553131104,9.899958968162537e-06,6.300047971308231e-06,5.200039595365524e-06,capacity_certificate
S1070,1070,14,26,5,6,6,6,6,6,6,0.0012543000048026443,8.500064723193645e-06,5.600042641162872e-06,4.699919372797012e-06,capacity_certificate
S1071,1071,14,26,5,6,6,6,6,6,6,0.0015557999722659588,7.999944500625134e-06,5.900044925510883e-06,5.500041879713535e-06,capacity_certificate
S1072,1072,14,26,6,5,5,5,5,5,5,0.001892999978736043,1.2699980288743973e-05,7.999944500625134e-06,6.800051778554916e-06,capacity_certificate
S1073,1073,14,26,5,6,6,6,6,6,6,0.002126400009728968,1.3199984095990658e-05,7.999944500625134e-06,6.800051778554916e-06,capacity_certificate
S1074,1074,14,26,5,6,6,6,6,6,6,0.0022412000689655542,1.1999974958598614e-05,7.5999414548277855e-06,5.900044925510883e-06,capacity_certificate
S1075,1075,14,26,6,5,5,5,5,5,5,0.0020797000033780932,1.0299962013959885e-05,6.800051778554916e-06,5.399924702942371e-06,capacity_certificate
S1076,1076,14,26,5,6,6,6,6,6,6,0.0014922000700607896,9.499955922365189e-06,5.700043402612209e-06,4.600035026669502e-06,capacity_certificate
S1077,1077,14,26,5,6,6,6,6,6,6,0.0013163000112399459,7.100054062902927e-06,5.09992241859436e-06,4.500034265220165e-06,capacity_certificate
S1078,1078,14,26,6,5,5,5,5,5,5,0.001128499978221953,8.800067007541656e-06,6.299931555986404e-06,5.700043402612209e-06,capacity_certificate
S1079,1079,14,26,6,5,5,5,5,5,5,0.001117600011639297,1.009996049106121e-05,6.400048732757568e-06,5.100038833916187e-06,capacity_certificate
S1080,1080,14,26,6,5,5,5,5,5,5,0.0010804999619722366,8.299946784973145e-06,6.100046448409557e-06,5.200039595365524e-06,capacity_certificate
S1081,1081,14,26,6,5,5,5,5,5,5,0.0014639000874012709,9.299954399466515e-06,6.500049494206905e-06,5.900044925510883e-06,capacity_certificate
S1082,1082,14,26,6,5,5,5,5,5,5,0.001283199992030859,1.0199961252510548e-05,6.500049494206905e-06,5.200039595365524e-06,capacity_certificate
S1083,1083,14,26,6,5,5,5,5,5,5,0.001766399946063757,9.7999582067132e-06,6.300047971308231e-06,5.300040356814861e-06,capacity_certificate
S1084,1084,14,26,6,5,5,5,5,5,5,0.001555299968458712,1.279998105019331e-05,7.100054062902927e-06,5.900044925510883e-06,capacity_certificate
S1085,1085,14,26,6,5,5,5,5,5,5,0.0012380999978631735,8.899951353669167e-06,5.900044925510883e-06,4.999921657145023e-06,capacity_certificate
S1086,1086,14,26,6,5,5,5,5,5,5,0.00107999995816499,6.700051017105579e-06,4.999921657145023e-06,4.400033503770828e-06,capacity_certificate
S1087,1087,14,26,6,5,5,5,5,5,5,0.0014730000402778387,7.00005330145359e-06,4.09991480410099e-06,3.600027412176132e-06,capacity_certificate
S1088,1088,14,26,6,5,5,5,5,5,5,0.0011986999306827784,7.0999376475811005e-06,4.500034265220165e-06,3.500026650726795e-06,capacity_certificate
S1089,1089,14,26,6,5,5,5,5,5,5,0.0007519000209867954,4.899920895695686e-06,3.700028173625469e-06,3.200024366378784e-06,capacity_certificate
S1090,1090,14,26,6,5,5,5,5,5,5,0.0010198999661952257,4.800036549568176e-06,3.500026650726795e-06,3.1999079510569572e-06,capacity_certificate
S1091,1091,14,26,6,5,5,5,5,5,5,0.0012305999407544732,6.200047209858894e-06,3.5999109968543053e-06,3.00002284348011e-06,capacity_certificate
S1092,1092,14,26,6,5,5,5,5,5,5,0.001122599933296442,6.6999346017837524e-06,4.00003045797348e-06,3.600027412176132e-06,capacity_certificate
S1093,1093,14,26,6,5,5,5,5,5,5,0.0010352999670431018,5.900044925510883e-06,3.4999102354049683e-06,2.900022082030773e-06,capacity_certificate
S1094,1094,14,26,6,5,5,5,5,5,5,0.0011215000413358212,5.300040356814861e-06,3.5999109968543053e-06,3.200024366378784e-06,capacity_certificate
S1095,1095,14,26,6,5,5,5,5,5,5,0.0004474999150261283,6.9999368861317635e-06,4.100031219422817e-06,3.700028173625469e-06,capacity_certificate
S1096,1096,14,26,6,5,5,5,5,5,5,0.0004708999767899513,6.00004568696022e-06,4.09991480410099e-06,3.200024366378784e-06,capacity_certificate
S1097,1097,14,26,6,5,5,5,5,5,5,0.0004599000094458461,4.600035026669502e-06,3.600027412176132e-06,3.100023604929447e-06,capacity_certificate
S1098,1098,14,26,6,5,5,5,5,5,5,0.000749400001950562,5.300040356814861e-06,4.00003045797348e-06,3.4999102354049683e-06,capacity_certificate
S1099,1099,14,26,6,5,5,5,5,5,5,0.0006986999651417136,4.400033503770828e-06,3.600027412176132e-06,3.100023604929447e-06,capacity_certificate
S1100,1100,14,26,6,5,5,5,5,5,5,0.0005193999968469143,5.200039595365524e-06,3.8000289350748062e-06,3.300025127828121e-06,capacity_certificate
S1101,1101,14,26,6,5,5,5,5,5,5,0.0008302999194711447,6.00004568696022e-06,4.300032742321491e-06,3.6999117583036423e-06,capacity_certificate
S1102,1102,14,26,6,5,5,5,5,5,5,0.0008045999566093087,4.999921657145023e-06,3.900029696524143e-06,3.400025889277458e-06,capacity_certificate
S1103,1103,14,26,6,5,5,5,5,5,5,0.0007714000530540943,4.499917849898338e-06,3.400025889277458e-06,3.100023604929447e-06,capacity_certificate
S1104,1104,14,26,6,5,5,5,5,5,5,0.0010834999848157167,6.300047971308231e-06,4.00003045797348e-06,2.9999064281582832e-06,capacity_certificate
S1105,1105,14,26,6,5,5,5,5,5,5,0.000511899939738214,5.600042641162872e-06,3.900029696524143e-06,3.2999087125062943e-06,capacity_certificate
S1106,1106,14,26,6,5,5,5,5,5,5,0.00048340007197111845,5.100038833916187e-06,3.600027412176132e-06,3.0999071896076202e-06,capacity_certificate
S1107,1107,14,26,6,5,5,5,5,5,5,0.0004857999738305807,4.400033503770828e-06,3.5999109968543053e-06,3.100023604929447e-06,capacity_certificate
S1108,1108,14,26,6,5,5,5,5,5,5,0.0004958000499755144,4.199915565550327e-06,3.300025127828121e-06,2.900022082030773e-06,capacity_certificate
S1109,1109,14,26,6,5,5,5,5,5,5,0.000561599968932569,6.900052540004253e-06,4.500034265220165e-06,3.999914042651653e-06,capacity_certificate
S1110,1110,14,26,5,6,6,6,6,6,6,0.0008041999535635114,4.700035788118839e-06,3.3999094739556313e-06,2.900022082030773e-06,capacity_certificate
S1111,1111,14,26,6,5,5,5,5,5,5,0.0005129000637680292,5.600042641162872e-06,3.500026650726795e-06,2.9999064281582832e-06,capacity_certificate
S1112,1112,14,26,6,5,5,5,5,5,5,0.0005206000059843063,4.900037311017513e-06,3.200024366378784e-06,3.00002284348011e-06,capacity_certificate
S1113,1113,14,26,6,5,5,5,5,5,5,0.0005131999496370554,4.800036549568176e-06,3.5999109968543053e-06,3.100023604929447e-06,capacity_certificate
S1114,1114,14,26,5,6,6,6,6,6,6,0.0004715999821200967,4.09991480410099e-06,3.100023604929447e-06,2.900022082030773e-06,capacity_certificate
S1115,1115,14,26,5,6,6,6,6,6,6,0.00047109997831285,4.200031980872154e-06,3.0999071896076202e-06,2.900022082030773e-06,capacity_certificate
S1116,1116,14,26,6,5,5,5,5,5,5,0.0005179999861866236,4.600035026669502e-06,3.400025889277458e-06,3.00002284348011e-06,capacity_certificate
S1117,1117,14,26,5,6,6,6,6,6,6,0.0010019999463111162,6.8999361246824265e-06,4.00003045797348e-06,3.100023604929447e-06,capacity_certificate
S1118,1118,14,26,5,6,6,6,6,6,6,0.0006387999746948481,6.9999368861317635e-06,3.700028173625469e-06,2.900022082030773e-06,capacity_certificate
S1119,1119,14,26,5,6,6,6,6,6,6,0.0004913000157102942,4.699919372797012e-06,3.200024366378784e-06,2.700020559132099e-06,capacity_certificate
S1120,1120,14,26,5,6,6,6,6,6,6,0.0006787999300286174,4.500034265220165e-06,3.2999087125062943e-06,3.00002284348011e-06,capacity_certificate
S1121,1121,14,26,5,6,6,6,6,6,6,0.0006971999537199736,4.100031219422817e-06,3.300025127828121e-06,2.900022082030773e-06,capacity_certificate
S1122,1122,14,26,6,5,5,5,5,5,5,0.0004664999432861805,7.00005330145359e-06,4.399917088449001e-06,3.600027412176132e-06,capacity_certificate
S1123,1123,14,26,6,5,5,5,5,5,5,0.0005791999865323305,5.900044925510883e-06,3.700028173625469e-06,3.200024366378784e-06,capacity_certificate
S1124,1124,14,26,6,5,5,5,5,5,5,0.0007467999821528792,4.699919372797012e-06,3.600027412176132e-06,3.200024366378784e-06,capacity_certificate
S1125,1125,14,26,6,5,5,5,5,5,5,0.0007483999943360686,4.499917849898338e-06,3.8000289350748062e-06,3.200024366378784e-06,capacity_certificate
S1126,1126,14,26,6,5,5,5,5,5,5,0.000542100053280592,4.899920895695686e-06,3.900029696524143e-06,3.400025889277458e-06,capacity_certificate
S1127,1127,14,26,6,5,5,5,5,5,5,0.0009728999575600028,5.200039595365524e-06,4.00003045797348e-06,3.600027412176132e-06,capacity_certificate
S1128,1128,14,26,6,5,5,5,5,5,5,0.001216100063174963,9.300070814788342e-06,5.300040356814861e-06,4.100031219422817e-06,capacity_certificate
S1129,1129,14,26,6,5,5,5,5,5,5,0.0010702998843044043,6.8999361246824265e-06,4.900037311017513e-06,3.600027412176132e-06,capacity_certificate
S1130,1130,14,26,6,5,5,5,5,5,5,0.001437300001271069,6.600050255656242e-06,4.799920134246349e-06,4.100031219422817e-06,capacity_certificate
S1131,1131,14,26,6,5,5,5,5,5,5,0.0006682999664917588,7.3999399319291115e-06,4.800036549568176e-06,3.8000289350748062e-06,capacity_certificate
S1132,1132,14,26,6,5,5,5,5,5,5,0.0006765000289306045,5.499925464391708e-06,4.00003045797348e-06,3.600027412176132e-06,capacity_certificate
S1133,1133,14,26,6,5,5,5,5,5,5,0.000880099949426949,5.500041879713535e-06,4.900037311017513e-06,4.199915565550327e-06,capacity_certificate
S1134,1134,14,26,6,5,5,5,5,5,5,0.0009185998933389783,5.600042641162872e-06,4.200031980872154e-06,3.700028173625469e-06,capacity_certificate
S1135,1135,14,26,6,5,5,5,5,5,5,0.0005856000352650881,7.3999399319291115e-06,4.400033503770828e-06,3.400025889277458e-06,capacity_certificate
S1136,1136,14,26,6,5,5,5,5,5,5,0.0008356999605894089,6.200047209858894e-06,3.7999125197529793e-06,3.200024366378784e-06,capacity_certificate
S1137,1137,14,26,6,5,5,5,5,5,5,0.0008183999452739954,5.300040356814861e-06,3.8000289350748062e-06,3.400025889277458e-06,capacity_certificate
S1138,1138,14,26,6,5,5,5,5,5,5,0.0008919999236240983,6.5999338403344154e-06,4.500034265220165e-06,3.700028173625469e-06,capacity_certificate
S1139,1139,14,26,6,5,5,5,5,5,5,0.0009408999467268586,7.4999406933784485e-06,4.900037311017513e-06,4.200031980872154e-06,capacity_certificate
S1140,1140,14,26,6,5,5,5,5,5,5,0.0010785000631585717,7.500057108700275e-06,5.499925464391708e-06,4.600035026669502e-06,capacity_certificate
S1141,1141,14,26,6,5,5,5,5,5,5,0.0010183999547734857,6.4999330788850784e-06,5.100038833916187e-06,4.300032742321491e-06,capacity_certificate
S1142,1142,14,26,6,5,5,5,5,5,5,0.0006396999815478921,6.100046448409557e-06,4.399917088449001e-06,3.8000289350748062e-06,capacity_certificate
S1143,1143,14,26,6,5,5,5,5,5,5,0.0005641999887302518,5.449994932860136e-05,8.499948307871819e-06,4.500034265220165e-06,capacity_certificate
S1144,1144,14,26,6,5,5,5,5,5,5,0.0005734999431297183,6.09993003308773e-06,4.400033503770828e-06,3.600027412176132e-06,capacity_certificate
S1145,1145,14,26,6,5,5,5,5,5,5,0.0010868000099435449,6.400048732757568e-06,3.8000289350748062e-06,3.200024366378784e-06,capacity_certificate
S1146,1146,14,26,6,5,5,5,5,5,5,0.0005225000204518437,4.299916326999664e-06,3.400025889277458e-06,2.900022082030773e-06,capacity_certificate
S1147,1147,14,26,6,5,5,5,5,5,5,0.0015184000367298722,6.700051017105579e-06,3.900029696524143e-06,2.9999064281582832e-06,capacity_certificate
S1148,1148,14,26,5,6,6,6,6,6,6,0.0004775999113917351,5.09992241859436e-06,3.500026650726795e-06,2.800021320581436e-06,capacity_certificate
S1149,1149,14,26,6,5,5,5,5,5,5,0.0005079000256955624,4.800036549568176e-06,3.500026650726795e-06,2.9999064281582832e-06,capacity_certificate
S1150,1150,14,26,6,5,5,5,5,5,5,0.0004968000575900078,4.300032742321491e-06,3.200024366378784e-06,2.8999056667089462e-06,capacity_certificate
S1151,1151,14,26,6,5,5,5,5,5,5,0.0006034000543877482,4.300032742321491e-06,3.400025889277458e-06,3.100023604929447e-06,capacity_certificate
S1152,1152,14,26,6,5,5,5,5,5,5,0.0006865999894216657,5.900044925510883e-06,3.8000289350748062e-06,3.3999094739556313e-06,capacity_certificate
S1153,1153,14,26,6,5,5,5,5,5,5,0.0006392999785020947,5.500041879713535e-06,4.199915565550327e-06,4.00003045797348e-06,capacity_certificate
S1154,1154,14,26,5,6,6,6,6,6,6,0.000873900018632412,8.79995059221983e-06,5.00003807246685e-06,4.00003045797348e-06,capacity_certificate
S1155,1155,14,26,6,5,5,5,5,5,5,0.0007710999343544245,7.400056347250938e-06,5.200039595365524e-06,4.399917088449001e-06,capacity_certificate
S1156,1156,14,26,6,5,5,5,5,5,5,0.0008054000791162252,7.200054824352264e-06,4.899920895695686e-06,4.400033503770828e-06,capacity_certificate
S1157,1157,14,26,6,5,5,5,5,5,5,0.0017127000028267503,1.1299969628453255e-05,7.900060154497623e-06,5.100038833916187e-06,capacity_certificate
S1158,1158,14,26,5,6,6,6,6,6,6,0.0009876999538391829,8.499948307871819e-06,5.600042641162872e-06,4.499917849898338e-06,capacity_certificate
S1159,1159,14,26,5,6,6,6,6,6,6,0.0008055000798776746,5.900044925510883e-06,4.500034265220165e-06,3.7999125197529793e-06,capacity_certificate
S1160,1160,14,26,6,5,5,5,5,5,5,0.0009599999757483602,7.70005863159895e-06,4.700035788118839e-06,3.899913281202316e-06,capacity_certificate
S1161,1161,14,26,5,6,6,6,6,6,6,0.0006780000403523445,7.100054062902927e-06,4.400033503770828e-06,3.5999109968543053e-06,capacity_certificate
S1162,1162,14,26,5,6,6,6,6,6,6,0.000700899981893599,5.899928510189056e-06,4.400033503770828e-06,3.700028173625469e-06,capacity_certificate
S1163,1163,14,26,6,5,5,5,5,5,5,0.001123500056564808,6.600050255656242e-06,4.900037311017513e-06,4.699919372797012e-06,capacity_certificate
S1164,1164,14,26,5,6,6,6,6,6,6,0.0008858999935910106,8.999952115118504e-06,5.200039595365524e-06,4.00003045797348e-06,capacity_certificate
S1165,1165,14,26,5,6,6,6,6,6,6,0.0009082000469788909,7.1999384090304375e-06,4.900037311017513e-06,4.00003045797348e-06,capacity_certificate
S1166,1166,14,26,6,5,5,5,5,5,5,0.0007478999905288219,7.70005863159895e-06,5.399924702942371e-06,4.600035026669502e-06,capacity_certificate
S1167,1167,14,26,6,5,5,5,5,5,5,0.0007125000702217221,6.3999323174357414e-06,4.300032742321491e-06,3.700028173625469e-06,capacity_certificate
S1168,1168,14,26,6,5,5,5,5,5,5,0.0006283000111579895,5.199923180043697e-06,3.8000289350748062e-06,3.400025889277458e-06,capacity_certificate
S1169,1169,14,26,5,6,6,6,6,6,6,0.0008876000065356493,6.500049494206905e-06,4.100031219422817e-06,3.3999094739556313e-06,capacity_certificate
S1170,1170,14,26,6,5,5,5,5,5,5,0.000511599937453866,5.399924702942371e-06,3.600027412176132e-06,3.100023604929447e-06,capacity_certificate
S1171,1171,14,26,6,5,5,5,5,5,5,0.000548299984075129,5.500041879713535e-06,3.400025889277458e-06,2.9999064281582832e-06,capacity_certificate
S1172,1172,14,26,6,5,5,5,5,5,5,0.0005495999939739704,4.600035026669502e-06,3.300025127828121e-06,3.0999071896076202e-06,capacity_certificate
S1173,1173,14,26,5,6,6,6,6,6,6,0.0005410000449046493,4.700035788118839e-06,3.700028173625469e-06,3.2999087125062943e-06,capacity_certificate
S1174,1174,14,26,5,6,6,6,6,6,6,0.0005597000708803535,4.600035026669502e-06,3.500026650726795e-06,3.100023604929447e-06,capacity_certificate
S1175,1175,14,26,6,5,5,5,5,5,5,0.000864999950863421,8.400063961744308e-06,4.699919372797012e-06,4.00003045797348e-06,capacity_certificate
S1176,1176,14,26,5,6,6,6,6,6,6,0.000686699990183115,6.500049494206905e-06,4.200031980872154e-06,3.600027412176132e-06,capacity_certificate
